,Graph,Degree
194,"[[1.01549265 1.0245324  0.99274495 ... 1.05906898 1.02522793 0.98704277]
 [0.92595447 1.0366366  1.01188021 ... 1.02591813 1.03386282 1.01351189]
 [1.00940336 1.00542056 0.9418114  ... 0.98130476 0.95974917 1.01500122]
 ...
 [1.00970465 0.97096948 0.97793506 ... 1.00819226 1.06640794 0.98706457]
 [0.93206234 0.97958294 1.05559194 ... 1.04077284 1.05386718 1.0211561 ]
 [0.9936088  0.93902126 1.04301857 ... 1.04762369 1.01411815 0.96367218]]",1
195,"[[0.94723243 1.02116043 0.96216516 ... 1.01452259 1.0472203  0.92450923]
 [0.92397367 1.01209796 0.97990176 ... 0.97735154 0.96946101 1.0453554 ]
 [0.95323468 0.93336887 0.97593017 ... 1.0552016  0.99480286 1.02891812]
 ...
 [0.99245173 0.96264834 0.96431785 ... 1.04971212 0.95827234 1.03589503]
 [1.02799068 1.01167777 1.01867185 ... 1.01423243 1.05606834 0.92550155]
 [1.01977406 0.90912896 1.03023791 ... 0.94506935 1.00230149 0.94703206]]",4
196,"[[1.04526582 0.90264162 0.95916717 ... 0.98057984 0.98292803 1.03362218]
 [0.95659257 1.0347532  1.01309262 ... 1.02727234 1.00085442 1.01125333]
 [1.0244543  1.0327391  1.08304024 ... 0.97011595 1.00682465 0.96952358]
 ...
 [0.98031031 0.96807837 0.98592461 ... 0.98951202 1.00112965 0.98440062]
 [1.0413587  1.00577784 0.91689929 ... 1.03348469 1.01563925 0.87053952]
 [0.91348699 0.9952955  1.01261475 ... 1.03645788 0.92809364 0.96085851]]",3
197,"[[1.04717747 0.97116386 0.97069159 ... 0.95466064 0.96779764 1.03347872]
 [1.0269583  0.95755508 1.01257777 ... 1.03151699 0.93407026 1.03482315]
 [1.02246773 0.97551347 1.03345282 ... 1.06913114 1.02507803 0.9550789 ]
 ...
 [1.02154685 1.01786257 0.93118649 ... 0.95378204 1.00593797 1.00281129]
 [0.96987685 1.02599906 0.95283146 ... 0.99013128 0.97271983 0.979327  ]
 [0.97458098 0.96172114 0.98265283 ... 1.03796736 0.96725071 0.95554792]]",0
198,"[[0.98717769 0.98955873 1.04773738 ... 1.00020493 0.93581426 1.0401797 ]
 [0.94430722 0.9800784  0.98829292 ... 1.01122723 1.02423161 0.99239569]
 [0.99065575 1.03879435 1.02957701 ... 1.03167901 1.01645697 0.94957051]
 ...
 [1.01342494 0.97474348 0.99763238 ... 1.01525694 1.07114084 1.03350403]
 [0.91329836 0.98154891 1.01318127 ... 0.92738448 1.00660574 0.93524503]
 [1.00583489 0.97808897 0.988928   ... 0.92455361 0.95384289 1.06518858]]",0
199,"[[1.00645014 1.00340253 1.04671261 ... 1.03930359 0.96351233 0.99056193]
 [1.08612676 0.98279278 0.97851614 ... 1.01837327 0.98294057 0.99312152]
 [1.03486036 1.02947711 1.00110719 ... 0.92891282 0.95439727 0.99412782]
 ...
 [1.02860373 1.06089607 1.05779629 ... 1.01413212 1.03068601 1.07434015]
 [1.02069698 1.01980962 0.97552919 ... 0.9528131  0.97963681 0.95992398]
 [1.00805812 0.98281204 1.02200034 ... 0.99157927 1.00727662 0.99760313]]",5
200,"[[0.96306495 0.95580546 0.9818274  ... 0.99279635 1.02756486 1.05662907]
 [0.99559508 0.93608965 0.99175726 ... 0.96367763 0.96130351 1.00319282]
 [0.96241535 0.99442027 0.96347919 ... 1.01645582 1.00951754 1.00547908]
 ...
 [0.98783311 1.06264091 1.0056638  ... 0.97620743 0.97622808 0.97249109]
 [0.94266443 1.03119931 0.90648345 ... 1.06440567 1.04073297 1.02747519]
 [0.98763323 0.92212093 1.04114241 ... 1.03895064 1.01094589 0.99779951]]",1
201,"[[0.99267172 0.94372536 1.01401678 ... 1.07357053 1.02972679 1.01249461]
 [0.94430136 0.94401603 0.96188652 ... 1.05535029 0.9952834  0.95021675]
 [1.00964782 0.97777834 0.99531555 ... 0.95464399 1.01900011 0.95733021]
 ...
 [0.90614407 1.01096829 1.0235793  ... 1.02781057 1.00944821 0.89133549]
 [0.98498275 0.98351936 1.06152324 ... 1.00662234 0.99982699 0.98105041]
 [1.06978795 1.02854244 1.03172666 ... 0.96375251 1.00719689 1.00246076]]",0
202,"[[0.92996454 0.97220283 0.9970696  ... 1.00542306 0.99115405 0.95322028]
 [0.97320757 1.00780761 1.00120418 ... 0.95663464 1.02362369 0.97150986]
 [0.9544471  1.09658651 1.05572691 ... 0.99858559 1.00753793 0.98774184]
 ...
 [1.01567538 0.97594402 0.94377557 ... 1.00294233 0.99251984 0.93423609]
 [1.01525301 1.02497449 0.9997396  ... 0.92728042 0.98176779 1.0363397 ]
 [0.97133258 1.0341052  0.97360518 ... 0.99307096 0.97393061 1.05113612]]",0
203,"[[0.96971717 1.004477   1.06846818 ... 1.00002143 0.94614222 1.01131384]
 [0.95729304 1.03577193 0.95646988 ... 0.96728967 0.99483365 1.03314947]
 [0.9930288  0.99193171 0.96308527 ... 0.96358939 0.89880923 1.02620266]
 ...
 [1.11324088 0.96143963 0.99842154 ... 1.02525766 0.99329426 1.03990862]
 [0.99499645 0.94783212 1.06303559 ... 0.96031212 1.01647109 1.01525893]
 [1.03250959 1.0202995  0.98781834 ... 1.06197657 1.02319778 0.98018352]]",5
204,"[[1.02793072 1.04325986 1.01613914 ... 0.97027832 1.03902683 0.98628895]
 [0.9521484  1.04872784 0.99991777 ... 0.97554745 0.98804996 0.9439765 ]
 [0.95766855 0.96794439 0.98318359 ... 0.98682704 1.04033131 0.98635281]
 ...
 [0.98868795 1.01445006 1.02271629 ... 0.97815513 1.03209128 0.99831961]
 [0.98285517 0.98650786 1.00587483 ... 1.04068664 1.00344189 1.04374626]
 [0.99934969 1.03403842 0.97600139 ... 0.98780797 0.96962369 1.04317373]]",5
205,"[[1.0065334  0.9561674  1.07296328 ... 0.99456954 1.06174392 1.03413683]
 [0.94450567 0.98220636 1.03290112 ... 0.99462399 0.99678347 1.04092874]
 [1.00656846 0.99397231 0.95573454 ... 0.95597159 0.92061802 0.95033355]
 ...
 [1.05852318 1.0722777  0.98535055 ... 1.00216826 0.89876043 1.03954484]
 [1.02186624 0.95433787 1.08394889 ... 1.01285719 0.99997235 0.96223494]
 [0.9740487  1.00773351 1.03540803 ... 1.06845838 1.00525168 1.03255446]]",0
206,"[[1.02135611 0.95458096 0.96300751 ... 1.03722479 0.99126135 0.90066267]
 [1.07718207 0.90460569 0.95304608 ... 0.99121194 1.00160411 1.0224538 ]
 [1.03209544 0.94895564 0.99771086 ... 1.06245622 0.92317926 0.98552493]
 ...
 [1.05055589 0.97566246 0.98958301 ... 0.9621811  1.01096026 1.02955489]
 [1.00422564 0.97820841 0.99318358 ... 1.04569044 0.98344182 1.01464346]
 [0.93631829 0.99727801 1.08411163 ... 1.01430984 0.93509475 1.02012079]]",0
207,"[[1.04227568 1.03114365 1.00516591 ... 1.0179981  0.93963905 1.040386  ]
 [0.96354928 1.02057332 0.97915698 ... 0.98723115 1.02142031 1.03527243]
 [0.96669903 0.96495595 1.01849059 ... 1.04283791 1.01008635 0.98252663]
 ...
 [1.01407323 0.98168068 0.90307361 ... 0.97540925 0.94015415 1.01274853]
 [0.97942705 0.94124734 0.98910662 ... 1.03337498 1.03894338 1.0479215 ]
 [0.99164506 0.94548075 0.97688216 ... 1.01797189 1.05257084 0.98793276]]",1
208,"[[1.03253895 1.09863066 1.07448125 ... 1.01197912 1.00758262 1.02486165]
 [1.0003056  1.02160059 0.99352002 ... 1.08379685 0.97999122 0.94972467]
 [0.88301679 1.04409194 1.01207911 ... 0.99896683 0.99448556 0.95807768]
 ...
 [0.96163949 0.91824693 0.9684198  ... 1.04960764 0.93480325 0.9781263 ]
 [1.03490373 1.01094223 1.03612535 ... 1.03267809 1.06653639 1.03485917]
 [0.97037323 1.03370615 1.02385343 ... 1.04036109 1.04110286 0.96149411]]",4
209,"[[1.02117613 0.96827721 0.9866653  ... 0.93766224 1.00920288 0.96254853]
 [1.04154868 1.03121992 0.98222695 ... 0.98116257 0.94237217 0.90809253]
 [1.08798713 1.02856255 1.03009865 ... 1.01196407 1.04361251 1.0082623 ]
 ...
 [1.09993177 1.07000419 1.04557498 ... 0.98383595 0.97029301 1.03319152]
 [0.99302171 1.03449379 0.95734373 ... 1.00931169 1.03260061 0.93003192]
 [1.00442797 1.0470457  1.01177325 ... 0.92562227 1.03880072 1.08382386]]",3
210,"[[0.97145696 0.96578132 0.98095254 ... 0.9848466  1.06580431 0.93759471]
 [1.00210677 1.02157232 0.95900503 ... 1.00940512 0.99630625 0.93624758]
 [1.05981264 0.99449546 0.95695744 ... 0.97666809 1.03366228 0.98611652]
 ...
 [1.02720305 0.99521012 1.04266321 ... 0.97068354 0.97715024 1.06516932]
 [1.04625421 0.98221698 1.0005202  ... 1.05563049 1.05657369 1.05037574]
 [1.01852229 0.98752723 0.92607211 ... 0.99143256 1.02596622 1.02327695]]",0
211,"[[0.99221208 1.04398353 1.01151045 ... 1.03231028 1.03324935 0.95092785]
 [0.96261388 0.93375906 1.0072453  ... 1.05196241 0.94265974 1.06708947]
 [1.05744085 0.98755688 1.0541674  ... 1.04182386 1.03640915 1.03357358]
 ...
 [0.95795466 0.94719282 0.98311177 ... 1.03684384 1.00888129 0.9925233 ]
 [0.96375845 1.07341997 1.00998905 ... 1.01760695 1.07286534 1.02456057]
 [1.05696198 1.06725002 0.9540996  ... 0.98088519 0.95171633 1.01877741]]",4
212,"[[1.02095514 0.96731581 0.98933204 ... 1.00299117 1.02459565 0.94265186]
 [0.95440597 0.99915955 1.02250573 ... 1.01866301 0.99534496 0.99259989]
 [1.03105443 0.94040443 0.98856072 ... 0.95878605 1.03540694 1.02590391]
 ...
 [0.99046076 1.00022544 1.03212914 ... 1.07505751 0.97483383 0.9653724 ]
 [0.973486   1.03015764 0.94101453 ... 0.99392013 1.0140024  0.9596808 ]
 [1.00466128 0.93539456 0.98319503 ... 1.00048513 1.01388498 1.03977466]]",4
213,"[[1.04669172 0.96479893 0.96157425 ... 1.01782701 0.98309674 1.02644647]
 [1.00880273 1.033277   1.00182427 ... 1.02231642 0.94909881 1.0810617 ]
 [1.00314077 0.95382562 0.96850408 ... 0.9668161  1.01239459 1.0032059 ]
 ...
 [1.00672753 0.96934256 0.92648193 ... 0.95699414 0.98153519 1.01767692]
 [0.98832116 1.04287026 0.94131614 ... 0.9834889  0.94132892 0.99224246]
 [0.97234447 1.04523662 0.99848755 ... 1.02691521 1.04028016 1.01331287]]",2
214,"[[0.9582925  0.93291116 1.0656537  ... 0.95875992 0.96523164 1.03467848]
 [0.92589734 0.97881804 0.96695022 ... 1.05217947 1.0575678  0.95163751]
 [1.03432258 0.96578267 0.95839316 ... 1.04901714 0.9685877  0.94803426]
 ...
 [1.03670053 1.0148009  1.016701   ... 1.02874778 1.06278267 0.91652912]
 [0.99559491 1.06278552 1.02371999 ... 0.93448923 1.07753423 1.01681022]
 [1.0245429  0.96173838 0.97293299 ... 0.98194439 0.97789912 0.96124872]]",1
215,"[[1.00049641 1.00139254 1.01935536 ... 0.91547113 1.02408119 0.9256249 ]
 [1.02912685 0.92526689 0.98929001 ... 1.00439188 1.03761137 0.97193153]
 [0.99814277 1.00714839 1.02103838 ... 0.95819534 1.01747917 0.91466074]
 ...
 [0.95122169 1.07710997 1.06024603 ... 0.98099254 1.00580343 0.96687691]
 [0.99197859 0.98190171 0.99947402 ... 0.92493163 0.99058384 1.00345869]
 [0.93649654 0.90919572 0.96508781 ... 1.03264035 0.998642   0.93744477]]",2
216,"[[0.98553196 0.94896584 1.02733892 ... 0.96137923 1.02166118 1.04139596]
 [0.95031105 0.98293863 0.94280735 ... 1.04581426 0.97296099 1.03784453]
 [1.05995894 1.05402318 1.0346169  ... 1.03181147 1.03504763 1.03954007]
 ...
 [1.00648693 0.98903048 1.02514217 ... 0.98517811 1.02084995 0.97826985]
 [0.98745286 0.95825359 1.00108402 ... 1.01114352 0.9990898  0.97669211]
 [0.97986247 1.03554529 0.98159053 ... 1.03189186 0.98773436 1.04272093]]",5
217,"[[0.93400019 1.10279011 1.02267242 ... 0.96991493 1.01196553 0.92986604]
 [1.06523707 0.9729552  1.0514306  ... 0.98712956 0.90124728 0.93087261]
 [0.99670197 1.04993722 0.99747041 ... 0.97703564 1.0376304  0.96626163]
 ...
 [1.02025956 1.03770907 0.95467958 ... 0.96727172 1.06617245 0.96195693]
 [1.0432308  1.01581151 1.03315544 ... 1.03481148 1.01599728 0.94178072]
 [1.00271162 0.94685235 0.90705408 ... 0.91508128 1.02958796 1.0101413 ]]",4
218,"[[1.03991377 0.98681766 1.05878781 ... 0.9375075  0.98292447 0.96930422]
 [0.9451031  1.01148719 1.03957216 ... 1.01238747 1.03302328 0.99755577]
 [0.99478074 1.0422135  0.91899689 ... 0.99213789 0.97835579 1.04650375]
 ...
 [1.07322205 1.00900859 0.98625418 ... 0.98904284 0.97973274 1.02497778]
 [1.06965115 1.01032448 1.08544027 ... 0.95948975 0.9644261  1.02644003]
 [1.02949446 0.97309507 0.96159118 ... 1.04536592 0.96662427 0.99928805]]",3
219,"[[0.96881352 1.00066785 0.99239549 ... 1.01152926 0.87194989 1.00571398]
 [0.98334927 0.95845403 1.01096083 ... 0.97380158 1.11075912 1.02331226]
 [1.07000012 0.9613509  1.0451245  ... 1.02894715 1.02515054 0.95291454]
 ...
 [0.95814043 1.10273138 0.99086203 ... 1.08170553 0.99036376 0.99023178]
 [1.0223079  0.97212582 1.02364966 ... 1.01228472 1.04519247 1.05270571]
 [1.06684302 1.00563828 1.06978882 ... 1.05176575 1.03159928 0.98324381]]",3
220,"[[1.03555126 0.95266671 1.0130307  ... 0.98025449 0.99125689 1.02800213]
 [1.08667588 1.00995998 0.97249801 ... 0.93930398 1.00808428 1.01940073]
 [0.99380395 0.9551736  1.02944965 ... 0.95512673 0.95823762 1.01937077]
 ...
 [1.01459242 1.02123289 0.9568718  ... 1.01855846 1.00622436 0.95050778]
 [1.01334564 1.03525324 1.03252469 ... 1.0559707  1.00469539 1.00515463]
 [1.00595206 1.01588158 1.0523194  ... 0.99672099 0.97558434 0.98305602]]",0
221,"[[1.04481318 0.97275385 1.00354515 ... 1.05022796 1.03875204 0.97796747]
 [1.07490834 1.05140064 1.011002   ... 0.95786406 1.02682762 0.96177222]
 [1.01395378 0.99714247 0.94807499 ... 0.95962224 0.99410369 0.99241291]
 ...
 [1.03040281 1.02191823 0.9957513  ... 1.03388735 0.97833896 1.00337247]
 [0.97882151 0.98573182 0.99216963 ... 0.97583508 1.02361599 1.02142866]
 [0.96226361 1.07173237 0.98401833 ... 1.04831192 1.00780515 0.97224047]]",5
222,"[[0.98350043 0.95008534 0.94876173 ... 1.01561029 0.95184955 0.97814605]
 [1.00478557 1.00247942 0.98425877 ... 0.99794213 1.03545511 1.03915307]
 [0.97969056 1.01250377 1.05115406 ... 1.04878251 1.08611548 0.98650241]
 ...
 [0.96193143 0.91636457 1.02608228 ... 0.96663207 0.94287328 0.97424512]
 [0.9662006  0.94298657 1.02938576 ... 0.9843694  0.95986451 0.99569766]
 [0.97954574 1.03033821 0.99101915 ... 1.06187299 0.97130377 1.04053964]]",1
223,"[[1.00493992 1.02343096 0.98999475 ... 0.97818241 0.90956538 0.959193  ]
 [0.99918239 1.05093632 1.07961472 ... 1.02337803 0.97561123 0.99404305]
 [1.06970987 0.98576379 0.99302499 ... 0.96629435 0.88867438 0.95719746]
 ...
 [0.98432503 0.94810134 0.94626253 ... 1.05153458 0.95478598 0.96357539]
 [1.04000516 1.01875877 0.97001965 ... 1.04029587 1.04142723 1.04278703]
 [0.97425237 0.99672249 1.03043537 ... 0.99904834 0.96295577 0.99499998]]",3
224,"[[1.07072693 1.00982409 1.01207457 ... 0.95992283 1.10445128 1.10193458]
 [0.95300525 1.02982898 1.03570145 ... 0.98872999 1.05020913 0.95059039]
 [0.96562852 0.99333256 0.94593188 ... 1.03326243 0.9950039  0.95020063]
 ...
 [1.02563445 0.9891932  0.91039715 ... 1.02410005 0.95421462 1.05502313]
 [1.04515935 1.02699734 0.91521016 ... 1.04224848 0.99866472 0.95320578]
 [1.04927392 0.9986003  1.02028379 ... 1.07977461 1.03011604 0.9954032 ]]",3
225,"[[0.89886268 0.97385971 1.04408379 ... 0.98421061 0.96366751 0.98761159]
 [0.98006872 1.00040725 1.02482463 ... 0.99086617 0.9255367  0.99387505]
 [0.95983953 0.97969632 0.99800718 ... 0.96707175 1.01384794 1.04332086]
 ...
 [0.95822772 1.02633144 1.05113545 ... 1.03572278 1.05527374 1.02422395]
 [0.99390682 1.01630951 0.99588096 ... 1.01203138 1.01299167 0.98990298]
 [1.01178564 1.03178575 0.91313394 ... 0.99491454 0.89153543 1.0423931 ]]",1
226,"[[0.9222874  0.97995333 1.02971216 ... 1.03767997 0.99105067 1.00577771]
 [0.97137501 0.94064199 1.00541246 ... 0.96855337 0.9843833  1.01855754]
 [0.93841247 1.10253272 0.96038216 ... 1.06474237 0.9829999  1.05573289]
 ...
 [0.90853341 0.98477982 0.99973607 ... 1.00877043 1.01617184 1.04019213]
 [1.04523576 0.974304   0.98594903 ... 1.00729809 0.98421238 0.91577698]
 [1.09017895 1.07003257 1.01946845 ... 0.9304854  0.97989378 0.99773853]]",3
227,"[[0.99017436 1.13185613 1.03617407 ... 1.00399886 0.99930074 1.06821342]
 [0.9760051  0.99234773 1.01076157 ... 0.99422795 0.96972542 0.97913753]
 [0.95360823 0.97537134 1.03246127 ... 0.9957289  0.99278414 0.98918058]
 ...
 [0.96544347 0.97866053 1.02711977 ... 1.01300771 1.01950604 1.0837288 ]
 [0.98171806 1.01429994 1.0132069  ... 0.98152588 1.06559812 1.02297931]
 [1.03433551 1.0871117  0.87774061 ... 0.94099171 0.93254432 0.94515787]]",0
228,"[[0.87737402 1.07845956 0.98688048 ... 0.94068653 0.94128362 0.93913172]
 [0.9782495  1.03343101 1.03046287 ... 0.99243803 1.0097824  0.97383686]
 [0.92161947 1.01629165 1.07416061 ... 1.04017017 1.05848911 1.02571272]
 ...
 [1.0443436  1.0896864  0.95760606 ... 1.01722181 1.04178358 1.06358553]
 [1.08466762 0.99748411 0.99999911 ... 0.98632879 1.01595348 0.95519331]
 [0.97905461 0.96279146 1.03309384 ... 1.01786946 1.00036841 1.01924971]]",5
229,"[[0.97045239 0.89667495 1.06016704 ... 1.00729765 1.00263631 0.97891998]
 [1.00710349 1.03409464 1.0167207  ... 0.97823487 1.03897877 0.95809269]
 [0.94110177 1.00210532 0.99875629 ... 1.0017456  0.98511469 0.97577648]
 ...
 [0.99570225 1.06531052 1.03092997 ... 0.93460231 0.97372388 1.07332848]
 [1.02549983 0.96924081 0.94740784 ... 0.98158632 1.06436654 1.09458426]
 [0.96523417 0.95881477 0.92223267 ... 0.98596527 0.97843212 0.98659281]]",1
230,"[[1.01102483 1.0260208  0.96904381 ... 1.04093856 1.05778454 1.01032182]
 [1.05808327 0.99723254 0.98642477 ... 1.02967491 0.94489778 0.94867423]
 [0.96189509 1.01527632 1.01782179 ... 0.98121306 0.96506965 1.01746472]
 ...
 [0.9672515  0.99152147 0.97589087 ... 0.96907754 1.03415385 1.01430566]
 [0.98748616 1.07791675 1.0209166  ... 0.98187838 1.00749778 0.98446439]
 [0.96652225 0.97038404 0.98901055 ... 1.09324949 1.00245936 1.02216617]]",0
231,"[[1.01731557 0.96651714 0.99448141 ... 1.02170885 1.00740355 0.99060241]
 [0.97533399 0.97839039 0.97851162 ... 0.99774212 0.94142551 1.02583039]
 [0.99721005 0.97604147 0.98366742 ... 1.00663967 1.10273607 0.97102114]
 ...
 [0.97192101 0.98830337 0.97339059 ... 0.97661574 1.02368255 0.99012383]
 [1.06876199 0.99233465 0.98833526 ... 0.98039486 1.03861974 0.96770541]
 [0.92639913 1.00951321 0.98344964 ... 0.91121468 0.99070183 1.02130873]]",2
232,"[[1.04084077 1.01028865 1.0300004  ... 0.95439822 1.00065079 1.06785792]
 [1.00162657 1.07546345 0.99200535 ... 1.01311119 0.99335558 0.93859663]
 [1.00055753 0.92330238 0.96370915 ... 1.0571549  1.05236333 0.99434441]
 ...
 [1.0780878  1.01869429 0.98513636 ... 1.08310955 1.03901318 1.01132827]
 [1.01180116 0.99898922 1.00427871 ... 1.00213211 0.98727627 1.03876215]
 [0.98989063 0.96502764 1.06941618 ... 0.91760394 1.00965258 1.02493599]]",0
233,"[[1.04603987 0.98456558 1.05089805 ... 0.96449096 1.02775246 0.98633964]
 [0.98479259 1.03253735 1.04963847 ... 0.939207   0.97382173 0.95854549]
 [0.96716803 0.96602064 1.01926612 ... 1.04798878 0.99954385 1.06488956]
 ...
 [0.97096274 1.00151109 0.98555814 ... 1.02462484 0.94964413 0.97652138]
 [0.99624276 0.98315333 0.97851543 ... 0.92762209 0.94913781 1.01226356]
 [1.05622392 0.98567308 0.9916622  ... 0.95711137 0.99857391 0.97219363]]",5
234,"[[0.96030487 0.98115243 0.97693117 ... 1.06839592 1.0214343  0.9988666 ]
 [1.08437433 1.04820546 0.94839912 ... 0.95425695 0.94747107 1.05351295]
 [0.97927331 1.04721838 1.00757786 ... 1.00692563 1.02861214 0.9655087 ]
 ...
 [0.9893462  0.96869665 1.0489891  ... 1.01289673 1.0436245  0.97814902]
 [0.98515732 1.01278959 0.97558289 ... 1.04823625 0.98373001 0.95755108]
 [0.97630057 1.03036853 1.02935744 ... 0.9658263  1.01943806 1.07656911]]",5
235,"[[1.00511088 0.96391839 1.06664404 ... 1.01462095 0.96605812 0.98374828]
 [0.9802741  0.95369778 1.00775194 ... 1.00460354 0.98788472 1.00615091]
 [0.95885188 0.97967696 0.93969043 ... 1.00239686 0.965246   1.02916138]
 ...
 [1.04643613 1.095722   1.00015493 ... 1.01828904 1.02697    1.06305003]
 [0.9824662  1.0101397  1.01809638 ... 0.92224571 0.94289152 0.9523446 ]
 [0.96647168 1.07219097 0.94895145 ... 0.98098669 1.00076907 1.03218642]]",3
236,"[[0.99684052 0.95404945 1.05498402 ... 0.97826797 0.98791632 0.94647015]
 [1.02300345 1.01535185 1.05519469 ... 1.06208764 0.95149666 0.98665303]
 [0.97533335 1.07246946 1.04138469 ... 1.03096603 0.93386284 1.0059888 ]
 ...
 [1.02887011 0.91100583 0.95648941 ... 0.9935642  0.97180297 0.91991829]
 [0.9627654  0.94716877 1.00208386 ... 1.03220593 0.9999588  0.96731888]
 [1.02471883 0.96194644 1.0260338  ... 1.03586863 0.97917514 0.97944894]]",5
237,"[[1.06162699 1.01475145 0.96458031 ... 0.9688168  0.99960055 1.00999757]
 [1.04337386 1.02690844 0.99932576 ... 1.01331703 0.99007541 0.93409316]
 [1.0509024  1.06491847 0.93368187 ... 0.9990789  0.99968537 0.97234212]
 ...
 [0.94621727 0.98856493 0.92816182 ... 0.94228055 1.03852536 0.97103952]
 [1.00697799 1.03616932 0.98935324 ... 0.95456298 0.98434165 0.96152826]
 [1.04396703 1.00532384 0.89319357 ... 1.03620819 0.95992976 0.96255768]]",2
238,"[[0.93449275 1.02464669 0.96690768 ... 0.93949247 0.96537933 0.95772618]
 [1.0260947  1.03486761 1.00516272 ... 1.05802825 0.93327749 0.95126638]
 [0.96136274 1.00419968 1.05559922 ... 0.93078468 0.99616869 1.01100134]
 ...
 [1.00218534 1.00970561 0.94539247 ... 1.0100772  0.98383318 1.06594036]
 [0.95061913 0.98708779 1.07973002 ... 1.02936788 0.98609548 0.94800789]
 [0.94979832 0.9800312  1.01982114 ... 1.02277027 0.98822237 1.01306729]]",1
239,"[[1.01950388 0.95549166 0.96836387 ... 1.0024195  0.9747085  0.95241603]
 [1.03759757 1.01027047 1.04348571 ... 0.96270083 1.05322297 1.00722131]
 [0.97802917 0.97382397 0.96408901 ... 0.99410059 1.02498376 1.0115367 ]
 ...
 [0.99103293 0.97132389 0.91474242 ... 0.96694251 0.99060152 0.9476954 ]
 [0.94250853 0.9434705  1.03066046 ... 1.03643426 0.97390642 0.93080179]
 [0.99862876 0.99203752 1.01173535 ... 0.97659915 1.04200958 1.05435978]]",1
240,"[[1.04716547 0.99187191 1.040124   ... 1.06753089 0.98559334 1.0371457 ]
 [1.04482447 1.0343597  0.96320817 ... 0.99878673 0.99226822 1.14912547]
 [1.01899939 1.01026856 0.93177124 ... 1.04429113 1.00395695 0.9911757 ]
 ...
 [1.03498129 0.99728767 1.05831519 ... 1.02336887 0.94508943 0.96550703]
 [1.03756198 0.97769569 0.96742129 ... 0.97921631 0.98197726 1.00616978]
 [0.93563563 1.05124008 0.97927714 ... 0.99665415 1.03805485 1.05557988]]",4
